Actual,ARIMA,LSTM,GRU,XGB,ARIMA_ABSM,LSTM_ABSM,GRU_ABSM,XGB_ABSM
0.024436014041990074,0.003676673442340242,0.0036888425,0.003274446,-0.002489451,0.005216835533023584,-0.0017735997,-0.0006345843,-0.0015984719
-0.0029573098363289384,0.0036766734422799246,0.005002073,0.0051320875,-0.0011713704,0.00565789133663927,-0.0011459485,-0.00032382368,-0.0012937171
0.007447120893461202,0.0036766734422680994,0.00431264,0.00422034,-0.0018384074,0.00501455973193659,-0.0017106518,-0.0016016029,-0.0006742403
-0.004067969546237839,0.003676673442294311,0.006394965,0.004311643,-0.0009750104,0.004518407947432003,-0.0013651818,-0.0012529768,-0.000709113
0.01220092944464867,0.003676673442310383,0.007545017,0.0030904813,-0.0016128548,0.0038446033985368314,-0.0010004175,0.00089664425,-0.00046605733
0.025228682231906364,0.003676673442305917,0.00612315,0.0036568479,-0.0025720138,0.0035695116882456263,-1.3809797e-05,0.0011342497,-0.0012136009
0.00360409462343763,0.0036766734422965,0.007378834,0.0064165452,-0.000991037,0.00429736881622683,0.000494114,0.0025683935,-0.0012639838
-0.007719539644692049,0.003676673442293916,0.0074583073,0.006364155,-0.0028286797,0.004384311958127801,0.00048068026,0.0024497944,-0.0016546303
-0.008236535951689918,0.003676673442297085,0.0072168396,0.004183824,0.00014429042,0.0034235136607909584,0.0017238137,0.0018209631,-0.0014957099
0.006240460876110572,0.0036766734423000547,0.005196914,0.0017134637,-0.0024145537,0.003111551391461375,0.0017894608,0.001373401,-0.0010442699
0.00971561472027135,0.0036766734422997785,0.005659252,0.0017103438,0.00012662397,0.002985033521515429,0.002345585,0.000882452,-0.001002726
-0.018655581805261882,0.0036766734422982845,0.0048202323,0.0026366948,-0.002652244,0.0036130766371169727,0.0026672017,0.0011610269,-0.00083122356
-0.004040060830878324,0.0036766734422977294,0.0038562967,0.00011936051,-0.0009852418,0.003629009763176534,0.0023292126,0.00041638134,-0.0015419455
-0.017120675638737603,0.003676673442298154,0.0026494348,-0.0009510016,-0.0017378995,0.003519384210893387,0.0025255699,-0.00019331818,-0.00096258876
